"recipient_type","message_id","acknowledged_at","username","id","created_date","updated_date","created_by_id","created_by","is_sample"
"chreosi","69cd6a186251313683966254","2026-04-01T18:55:28.010Z","χριστος επλ23","69cd6a20c4ef677986488a57","2026-04-01T18:55:28.157000","2026-04-01T18:55:28.157000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"chreosi","69cd69a9b4ec35826ddec79c","2026-04-01T18:53:49.966Z","χριστος επλ23","69cd69be3f5bfd64549bbf30","2026-04-01T18:53:50.123000","2026-04-01T18:53:50.123000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b48bfcc24227b5ed1c4865","2026-03-18T21:54:34.438Z","kanali_A1","69bb1f1ae6167cb0f79237d3","2026-03-18T21:54:34.634000","2026-03-18T21:54:34.634000","anonymous","anonymous","false"
"kanali","69b97e02594971622208d0dc","2026-03-17T17:12:40.101Z","kanali_A20","69b98b88c85f1440feba9664","2026-03-17T17:12:40.353000","2026-03-17T17:12:40.353000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b48bfcc24227b5ed1c4865","2026-03-13T22:13:27.642Z","kanali_A3","69b48c0792f123777feaf092","2026-03-13T22:13:27.774000","2026-03-13T22:13:27.774000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b48aa38eb6dce95653cd14","2026-03-13T22:08:23.698Z","kanali_A18","69b48ad7f1fa0502102397a5","2026-03-13T22:08:23.827000","2026-03-13T22:08:23.827000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b47fba6e8a147996445a09","2026-03-13T21:21:35.518Z","kanali_A1","69b47fdf00d83b9ed54a747a","2026-03-13T21:21:35.655000","2026-03-13T21:21:35.655000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1dd75a99e023383e9230c","2026-03-12T22:25:29.740Z","kanali_A19","69b33d5956c48f053ac98e89","2026-03-12T22:25:29.931000","2026-03-12T22:25:29.931000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1dd75a99e023383e9230c","2026-03-12T22:23:15.160Z","kanali_A18","69b33cd39693d8b37e70d7bc","2026-03-12T22:23:15.313000","2026-03-12T22:23:15.313000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1dd50a7f6746d3609b4f3","2026-03-12T22:22:36.238Z","kanali_A17","69b33cace6a7dace4d005e70","2026-03-12T22:22:36.414000","2026-03-12T22:22:36.414000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1dd50a7f6746d3609b4f3","2026-03-12T22:22:35.749Z","kanali_A17","69b33cac0d3528962c534fa3","2026-03-12T22:22:36.148000","2026-03-12T22:22:36.148000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1dd75a99e023383e9230c","2026-03-12T22:22:23.002Z","kanali_A17","69b33c9f062dbe33b5bcaabf","2026-03-12T22:22:23.210000","2026-03-12T22:22:23.210000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1dd50a7f6746d3609b4f3","2026-03-12T22:21:16.581Z","kanali_A16","69b33c5cad52eaf9e1923166","2026-03-12T22:21:16.736000","2026-03-12T22:21:16.736000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1dd75a99e023383e9230c","2026-03-12T22:21:11.488Z","kanali_A16","69b33c579ec26468c63d2726","2026-03-12T22:21:11.681000","2026-03-12T22:21:11.681000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1dd50a7f6746d3609b4f3","2026-03-12T22:19:20.328Z","kanali_A20","69b33be8effefc1dc829aaf7","2026-03-12T22:19:20.527000","2026-03-12T22:19:20.527000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1dd50a7f6746d3609b4f3","2026-03-12T22:16:55.031Z","kanali_A10","69b33b57c28c3062d740fef1","2026-03-12T22:16:55.192000","2026-03-12T22:16:55.192000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1dd50a7f6746d3609b4f3","2026-03-12T22:16:54.851Z","kanali_A10","69b33b56222e1aabff3e696b","2026-03-12T22:16:54.990000","2026-03-12T22:16:54.990000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1dd50a7f6746d3609b4f3","2026-03-12T22:16:27.672Z","kanali_A9","69b33b3b4f88aeff9bd8bef9","2026-03-12T22:16:27.854000","2026-03-12T22:16:27.854000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1dd75a99e023383e9230c","2026-03-12T22:13:48.205Z","kanali_A20","69b33a9c035096b327836b0b","2026-03-12T22:13:48.363000","2026-03-12T22:13:48.363000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1de52bc4a3a32e60d24aa","2026-03-12T22:12:55.906Z","kanali_A20","69b33a686b2c12da684a9f22","2026-03-12T22:12:56.150000","2026-03-12T22:12:56.150000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1de52bc4a3a32e60d24aa","2026-03-12T22:12:51.410Z","kanali_A18","69b33a63e23ce3d8e13e3cb1","2026-03-12T22:12:51.556000","2026-03-12T22:12:51.556000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1de52bc4a3a32e60d24aa","2026-03-12T22:12:45.957Z","kanali_A16","69b33a5e9b946e89999a7caf","2026-03-12T22:12:46.441000","2026-03-12T22:12:46.441000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1de52bc4a3a32e60d24aa","2026-03-12T22:12:46.032Z","kanali_A17","69b33a5ee662ee823cfe4c6f","2026-03-12T22:12:46.208000","2026-03-12T22:12:46.208000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1de52bc4a3a32e60d24aa","2026-03-12T22:12:45.765Z","kanali_A15","69b33a5d8933d503a0691252","2026-03-12T22:12:45.957000","2026-03-12T22:12:45.957000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1de52bc4a3a32e60d24aa","2026-03-12T22:12:39.360Z","kanali_A19","69b33a579b946e89999a7cad","2026-03-12T22:12:39.558000","2026-03-12T22:12:39.558000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1dd75a99e023383e9230c","2026-03-12T22:09:11.860Z","kanali_A13","69b339889b946e89999a7c62","2026-03-12T22:09:12.019000","2026-03-12T22:09:12.019000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1dd75a99e023383e9230c","2026-03-12T22:09:08.686Z","kanali_A11","69b3398481a5ff10d8643e58","2026-03-12T22:09:08.910000","2026-03-12T22:09:08.910000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1dd75a99e023383e9230c","2026-03-12T22:09:03.668Z","kanali_A12","69b3397ff6d5227cd6c0a94f","2026-03-12T22:09:03.818000","2026-03-12T22:09:03.818000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1de52bc4a3a32e60d24aa","2026-03-12T22:08:59.170Z","kanali_A13","69b3397bd77b4c28ea843bcb","2026-03-12T22:08:59.409000","2026-03-12T22:08:59.409000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1de52bc4a3a32e60d24aa","2026-03-12T22:08:55.520Z","kanali_A12","69b33977121aa995a5056bb4","2026-03-12T22:08:55.691000","2026-03-12T22:08:55.691000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1de52bc4a3a32e60d24aa","2026-03-12T22:08:33.761Z","kanali_A11","69b339612891711d04fad2d1","2026-03-12T22:08:33.917000","2026-03-12T22:08:33.917000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1dd75a99e023383e9230c","2026-03-12T22:07:49.359Z","kanali_A10","69b339355db7423b0f0ddbdb","2026-03-12T22:07:49.549000","2026-03-12T22:07:49.549000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1dd75a99e023383e9230c","2026-03-12T22:07:41.869Z","kanali_A9","69b3392eda8e6307c6c546fc","2026-03-12T22:07:42.029000","2026-03-12T22:07:42.029000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1de52bc4a3a32e60d24aa","2026-03-12T22:07:38.250Z","kanali_A9","69b3392ab4b833d1702ce094","2026-03-12T22:07:38.430000","2026-03-12T22:07:38.430000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1de52bc4a3a32e60d24aa","2026-03-12T22:07:36.964Z","kanali_A10","69b339291d4f13eff033e2d6","2026-03-12T22:07:37.132000","2026-03-12T22:07:37.132000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1de52bc4a3a32e60d24aa","2026-03-12T22:03:57.974Z","kanali_A4","69b3384ea910ba1bbdc12ebe","2026-03-12T22:03:58.098000","2026-03-12T22:03:58.098000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1de52bc4a3a32e60d24aa","2026-03-12T22:03:14.756Z","kanali_A3","69b338224342b3d88e5d5cb6","2026-03-12T22:03:14.904000","2026-03-12T22:03:14.904000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1de52bc4a3a32e60d24aa","2026-03-12T21:51:54.245Z","kanali_A5","69b3357ac17f7f55cf39588a","2026-03-12T21:51:54.482000","2026-03-12T21:51:54.482000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1de52bc4a3a32e60d24aa","2026-03-12T20:55:55.183Z","kanali_A1","69b3285b6da0d43b9c44e891","2026-03-12T20:55:55.367000","2026-03-12T20:55:55.367000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1de52bc4a3a32e60d24aa","2026-03-12T19:48:43.131Z","kanali_A2","69b3189bc901c58b31396cf7","2026-03-12T19:48:43.336000","2026-03-12T19:48:43.336000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1de52bc4a3a32e60d24aa","2026-03-12T19:48:43.029Z","kanali_A2","69b3189b65e97f6a22dfb6f1","2026-03-12T19:48:43.208000","2026-03-12T19:48:43.208000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"kanali","69b1de52bc4a3a32e60d24aa","2026-03-11T21:28:05.420Z","kanali_A6","69b1de651e86852f5e12c8f2","2026-03-11T21:28:05.468000","2026-03-11T21:28:05.468000","anonymous","anonymous","false"
"kanali","69b1de52bc4a3a32e60d24aa","2026-03-11T21:28:03.961Z","kanali_A7","69b1de64b36d84d045acce20","2026-03-11T21:28:04.009000","2026-03-11T21:28:04.009000","anonymous","anonymous","false"
"kanali","69b1de52bc4a3a32e60d24aa","2026-03-11T21:28:02.366Z","kanali_A8","69b1de62a99e023383e92362","2026-03-11T21:28:02.407000","2026-03-11T21:28:02.407000","anonymous","anonymous","false"
"chreosi","69b1de52bc4a3a32e60d24aa","2026-03-11T21:28:00.712Z","ΑΛΕΞΑΝΔΡΟΣ ΜΑΣ25","69b1de6065da01b783c5eab9","2026-03-11T21:28:00.751000","2026-03-11T21:28:00.751000","anonymous","anonymous","false"
"chreosi","69b1de52bc4a3a32e60d24aa","2026-03-11T21:27:58.969Z","ΔΑΝΑΗ ΒΙΟ24","69b1de5fccef1804eb4cf718","2026-03-11T21:27:59.013000","2026-03-11T21:27:59.013000","anonymous","anonymous","false"
"chreosi","69b1de52bc4a3a32e60d24aa","2026-03-11T21:27:57.198Z","ΑΝΤΡΙΑΝΑ ΛΟΧ23","69b1de5d1c3397783c3c0d2f","2026-03-11T21:27:57.321000","2026-03-11T21:27:57.321000","anonymous","anonymous","false"
"chreosi","69b1de52bc4a3a32e60d24aa","2026-03-11T21:27:55.517Z","ΧΑΡΑ ΠΠΜ22","69b1de5b8af6a7c4b3755cb9","2026-03-11T21:27:55.574000","2026-03-11T21:27:55.574000","anonymous","anonymous","false"
"chreosi","69b1de52bc4a3a32e60d24aa","2026-03-11T21:27:53.472Z","ΑΝΤΩΝΗΣ ΛΟΧ22","69b1de59895af41525ac3af8","2026-03-11T21:27:53.548000","2026-03-11T21:27:53.548000","anonymous","anonymous","false"
"chreosi","69b1de52bc4a3a32e60d24aa","2026-03-11T21:27:50.884Z","ΦΑΝΟΥΡΙΟΣ ΔΕΔ22","69b1de5666ab56c20a724510","2026-03-11T21:27:50.943000","2026-03-11T21:27:50.943000","anonymous","anonymous","false"
"kanali","69b1dd50a7f6746d3609b4f3","2026-03-11T21:27:15.316Z","kanali_A8","69b1de334c7db5dd31b25b04","2026-03-11T21:27:15.393000","2026-03-11T21:27:15.393000","anonymous","anonymous","false"
"kanali","69b1dd50a7f6746d3609b4f3","2026-03-11T21:27:03.058Z","kanali_A7","69b1de2719d36332def8ec31","2026-03-11T21:27:03.143000","2026-03-11T21:27:03.143000","anonymous","anonymous","false"
"kanali","69b1dd75a99e023383e9230c","2026-03-11T21:27:00.431Z","kanali_A7","69b1de2418adeab45039d08f","2026-03-11T21:27:00.479000","2026-03-11T21:27:00.479000","anonymous","anonymous","false"
"kanali","69b1dd75a99e023383e9230c","2026-03-11T21:26:58.043Z","kanali_A8","69b1de226363d066d0762029","2026-03-11T21:26:58.089000","2026-03-11T21:26:58.089000","anonymous","anonymous","false"
"kanali","69b1dd75a99e023383e9230c","2026-03-11T21:24:30.170Z","kanali_A6","69b1dd8effebd115c50f7fd3","2026-03-11T21:24:30.234000","2026-03-11T21:24:30.234000","anonymous","anonymous","false"
"kanali","69b1dd75a99e023383e9230c","2026-03-11T21:24:28.053Z","kanali_A5","69b1dd8cc9ebb8ff995a8920","2026-03-11T21:24:28.097000","2026-03-11T21:24:28.097000","anonymous","anonymous","false"
"kanali","69b1dd75a99e023383e9230c","2026-03-11T21:24:25.710Z","kanali_A4","69b1dd89db75e4a0112036ee","2026-03-11T21:24:25.770000","2026-03-11T21:24:25.770000","anonymous","anonymous","false"
"kanali","69b1dd75a99e023383e9230c","2026-03-11T21:24:23.318Z","kanali_A3","69b1dd87fec35f11e8d55b74","2026-03-11T21:24:23.400000","2026-03-11T21:24:23.400000","anonymous","anonymous","false"
"kanali","69b1dd75a99e023383e9230c","2026-03-11T21:24:20.441Z","kanali_A2","69b1dd848d573071abb13646","2026-03-11T21:24:20.516000","2026-03-11T21:24:20.516000","anonymous","anonymous","false"
"kanali","69b1dd75a99e023383e9230c","2026-03-11T21:24:11.275Z","kanali_A1","69b1dd7b65c51b9831ee3f80","2026-03-11T21:24:11.315000","2026-03-11T21:24:11.315000","anonymous","anonymous","false"
"kanali","69b1dd50a7f6746d3609b4f3","2026-03-11T21:23:50.554Z","kanali_A6","69b1dd66fcee6cbaecec35c8","2026-03-11T21:23:50.611000","2026-03-11T21:23:50.611000","anonymous","anonymous","false"
"kanali","69b1dd50a7f6746d3609b4f3","2026-03-11T21:23:49.337Z","kanali_A5","69b1dd6504ca4b9ec36bec30","2026-03-11T21:23:49.401000","2026-03-11T21:23:49.401000","anonymous","anonymous","false"
"kanali","69b1dd50a7f6746d3609b4f3","2026-03-11T21:23:47.812Z","kanali_A4","69b1dd6373c1a3bf02db3d80","2026-03-11T21:23:47.859000","2026-03-11T21:23:47.859000","anonymous","anonymous","false"
"kanali","69b1dd50a7f6746d3609b4f3","2026-03-11T21:23:45.221Z","kanali_A3","69b1dd610bd4968bafa02684","2026-03-11T21:23:45.898000","2026-03-11T21:23:45.898000","anonymous","anonymous","false"
"kanali","69b1dd50a7f6746d3609b4f3","2026-03-11T21:23:43.317Z","kanali_A2","69b1dd5f0f3ab2a5dc009ef2","2026-03-11T21:23:43.408000","2026-03-11T21:23:43.408000","anonymous","anonymous","false"
"kanali","69b1dd50a7f6746d3609b4f3","2026-03-11T21:23:38.110Z","kanali_A1","69b1dd5a1abf03c5745f15cb","2026-03-11T21:23:38.148000","2026-03-11T21:23:38.148000","anonymous","anonymous","false"
"chreosi","69888beed62cd16c9ee320ba","2026-02-12T18:50:20.150Z","B3R","698e20ec8a78b9c544c30404","2026-02-12T18:50:20.386000","2026-02-12T18:50:20.386000","anonymous","anonymous","false"
"chreosi","69888beed62cd16c9ee320ba","2026-02-12T18:50:19.565Z","B3R","698e20ebff7d519780dd9823","2026-02-12T18:50:19.755000","2026-02-12T18:50:19.755000","anonymous","anonymous","false"
